magnitude, phase, angfreq
400.001,-0.0373751,20.3849
400.001,-0.0378956,20.6688
400.001,-0.0384233,20.9566
400.001,-0.0389583,21.2485
400.001,-0.0395008,21.5443
400.001,-0.0400509,21.8444
400.001,-0.0406086,22.1486
400.001,-0.0411741,22.457
400.001,-0.0417475,22.7697
400.001,-0.0423288,23.0868
400.001,-0.0429183,23.4083
400.001,-0.0435159,23.7342
400.001,-0.0441219,24.0648
400.001,-0.0447363,24.3999
400.001,-0.0453593,24.7396
400.001,-0.045991,25.0842
400.001,-0.0466314,25.4335
400.001,-0.0472808,25.7876
400.001,-0.0479392,26.1467
400.001,-0.0486068,26.5108
400.001,-0.0492836,26.88
400.001,-0.0499699,27.2543
400.001,-0.0506658,27.6339
400.001,-0.0513713,28.0187
400.001,-0.0520867,28.4088
400.001,-0.052812,28.8044
400.001,-0.0535474,29.2056
400.001,-0.0542931,29.6123
400.001,-0.0550492,30.0246
400.001,-0.0558158,30.4427
400.002,-0.056593,30.8666
400.002,-0.0573811,31.2965
400.002,-0.0581802,31.7323
400.002,-0.0589904,32.1742
400.002,-0.0598118,32.6222
400.002,-0.0606447,33.0765
400.002,-0.0614892,33.5371
400.002,-0.0623455,34.0041
400.002,-0.0632137,34.4776
400.002,-0.064094,34.9578
400.002,-0.0649865,35.4446
400.002,-0.0658915,35.9381
400.002,-0.066809,36.4386
400.002,-0.0677394,36.946
400.002,-0.0686827,37.4605
400.002,-0.0696391,37.9822
400.002,-0.0706089,38.5111
400.002,-0.0715922,39.0474
400.003,-0.0725891,39.5911
400.003,-0.0736,40.1424
400.003,-0.0746249,40.7014
400.003,-0.0756641,41.2682
400.003,-0.0767177,41.8429
400.003,-0.0777861,42.4256
400.003,-0.0788693,43.0164
400.003,-0.0799676,43.6154
400.003,-0.0810811,44.2227
400.003,-0.0822102,44.8386
400.003,-0.0833551,45.463
400.003,-0.0845158,46.096
400.003,-0.0856928,46.738
400.004,-0.0868861,47.3888
400.004,-0.088096,48.0487
400.004,-0.0893228,48.7178
400.004,-0.0905667,49.3962
400.004,-0.0918278,50.0841
400.004,-0.0931066,50.7815
400.004,-0.0944032,51.4887
400.004,-0.0957178,52.2057
400.004,-0.0970507,52.9327
400.005,-0.0984022,53.6698
400.005,-0.0997725,54.4171
400.005,-0.101162,55.1749
400.005,-0.102571,55.9433
400.005,-0.103999,56.7223
400.005,-0.105447,57.5122
400.005,-0.106916,58.3131
400.006,-0.108404,59.1251
400.006,-0.109914,59.9484
400.006,-0.111445,60.7832
400.006,-0.112997,61.6297
400.006,-0.11457,62.4879
400.006,-0.116166,63.358
400.007,-0.117783,64.2403
400.007,-0.119424,65.1349
400.007,-0.121087,66.0419
400.007,-0.122773,66.9616
400.007,-0.124482,67.8941
400.008,-0.126216,68.8395
400.008,-0.127974,69.7981
400.008,-0.129756,70.7701
400.008,-0.131563,71.7556
400.008,-0.133395,72.7548
400.009,-0.135252,73.768
400.009,-0.137136,74.7952
400.009,-0.139046,75.8368
400.009,-0.140982,76.8928
400.01,-0.142945,77.9636
400.01,-0.144936,79.0493
400.01,-0.146954,80.1501
400.011,-0.149001,81.2662
400.011,-0.151076,82.3979
400.011,-0.153179,83.5453
400.011,-0.155313,84.7087
400.012,-0.157475,85.8883
400.012,-0.159668,87.0843
400.012,-0.161892,88.297
400.013,-0.164146,89.5266
400.013,-0.166432,90.7733
400.014,-0.16875,92.0373
400.014,-0.1711,93.319
400.014,-0.173483,94.6185
400.015,-0.175899,95.9361
400.015,-0.178348,97.272
400.016,-0.180832,98.6266
400.016,-0.18335,100
400.016,-0.185903,101.393
400.017,-0.188492,102.804
400.017,-0.191117,104.236
400.018,-0.193779,105.688
400.018,-0.196477,107.159
400.019,-0.199213,108.652
400.019,-0.201988,110.165
400.02,-0.204801,111.699
400.021,-0.207653,113.254
400.021,-0.210544,114.831
400.022,-0.213476,116.43
400.022,-0.216449,118.052
400.023,-0.219464,119.696
400.024,-0.22252,121.362
400.024,-0.225619,123.052
400.025,-0.228761,124.766
400.026,-0.231947,126.503
400.026,-0.235177,128.265
400.027,-0.238452,130.051
400.028,-0.241773,131.862
400.029,-0.24514,133.698
400.029,-0.248554,135.56
400.03,-0.252015,137.448
400.031,-0.255525,139.362
400.032,-0.259083,141.303
400.033,-0.262691,143.27
400.034,-0.26635,145.265
400.035,-0.270059,147.288
400.036,-0.27382,149.339
400.037,-0.277633,151.419
400.038,-0.2815,153.528
400.039,-0.28542,155.665
400.04,-0.289395,157.833
400.041,-0.293426,160.031
400.042,-0.297512,162.26
400.043,-0.301656,164.519
400.045,-0.305857,166.81
400.046,-0.310116,169.133
400.047,-0.314435,171.488
400.048,-0.318814,173.876
400.05,-0.323255,176.298
400.051,-0.327757,178.753
400.053,-0.332321,181.242
400.054,-0.33695,183.766
400.056,-0.341642,186.325
400.057,-0.346401,188.919
400.059,-0.351225,191.55
400.06,-0.356117,194.217
400.062,-0.361076,196.922
400.064,-0.366105,199.664
400.066,-0.371204,202.445
400.067,-0.376374,205.264
400.069,-0.381616,208.122
400.071,-0.386931,211.02
400.073,-0.392321,213.959
400.075,-0.397785,216.938
400.077,-0.403325,219.959
400.08,-0.408943,223.022
400.082,-0.414638,226.128
400.084,-0.420414,229.277
400.086,-0.426269,232.47
400.089,-0.432206,235.707
400.091,-0.438226,238.989
400.094,-0.44433,242.317
400.097,-0.450519,245.692
400.099,-0.456794,249.113
400.102,-0.463157,252.582
400.105,-0.469608,256.099
400.108,-0.476149,259.666
400.111,-0.482782,263.282
400.114,-0.489506,266.948
400.117,-0.496325,270.665
400.121,-0.503238,274.434
400.124,-0.510248,278.256
400.127,-0.517356,282.131
400.131,-0.524562,286.06
400.135,-0.531869,290.043
400.138,-0.539278,294.082
400.142,-0.546791,298.177
400.146,-0.554408,302.329
400.15,-0.562131,306.54
400.155,-0.569961,310.808
400.159,-0.577901,315.136
400.163,-0.585952,319.525
400.168,-0.594115,323.974
400.173,-0.602392,328.486
400.178,-0.610784,333.06
400.183,-0.619293,337.698
400.188,-0.627921,342.401
400.193,-0.636669,347.169
400.198,-0.645539,352.003
400.204,-0.654532,356.905
400.21,-0.663652,361.875
400.216,-0.672898,366.914
400.222,-0.682273,372.024
400.228,-0.691779,377.204
400.234,-0.701418,382.457
400.241,-0.711191,387.783
400.247,-0.721101,393.183
400.254,-0.731148,398.658
400.262,-0.741336,404.21
400.269,-0.751666,409.838
400.276,-0.76214,415.546
400.284,-0.772761,421.332
400.292,-0.783529,427.199
400.3,-0.794448,433.148
400.309,-0.805519,439.18
400.317,-0.816745,445.296
400.326,-0.828127,451.497
400.336,-0.839668,457.784
400.345,-0.85137,464.159
400.355,-0.863236,470.622
400.365,-0.875267,477.176
400.375,-0.887467,483.821
400.385,-0.899836,490.558
400.396,-0.912379,497.39
400.407,-0.925096,504.316
400.419,-0.937992,511.339
400.431,-0.951067,518.459
400.443,-0.964325,525.679
400.455,-0.977768,532.999
400.468,-0.991399,540.422
400.481,-1.00522,547.947
400.494,-1.01923,555.578
400.508,-1.03345,563.314
400.523,-1.04785,571.159
400.537,-1.06246,579.112
400.552,-1.07728,587.177
400.568,-1.0923,595.353
400.584,-1.10753,603.644
400.6,-1.12298,612.05
400.617,-1.13864,620.573
400.634,-1.15452,629.215
400.652,-1.17062,637.977
400.671,-1.18695,646.861
400.689,-1.2035,655.869
400.709,-1.22029,665.002
400.729,-1.23731,674.262
400.749,-1.25457,683.652
400.77,-1.27208,693.172
400.792,-1.28983,702.824
400.814,-1.30782,712.612
400.837,-1.32607,722.535
400.86,-1.34457,732.597
400.885,-1.36334,742.798
400.909,-1.38236,753.142
400.935,-1.40166,763.63
400.961,-1.42122,774.264
400.988,-1.44106,785.046
401.016,-1.46117,795.978
401.045,-1.48157,807.062
401.074,-1.50225,818.301
401.104,-1.52323,829.696
401.135,-1.5445,841.25
401.167,-1.56607,852.964
401.2,-1.58794,864.842
401.234,-1.61011,876.886
401.269,-1.6326,889.097
401.304,-1.65541,901.478
401.341,-1.67853,914.031
401.379,-1.70198,926.759
401.417,-1.72577,939.665
401.457,-1.74988,952.75
401.498,-1.77434,966.017
401.541,-1.79913,979.47
401.584,-1.82428,993.109
401.628,-1.84979,1006.94
401.674,-1.87565,1020.96
401.721,-1.90187,1035.18
401.77,-1.92847,1049.59
401.82,-1.95544,1064.21
401.871,-1.98279,1079.03
401.924,-2.01053,1094.05
401.978,-2.03866,1109.29
402.034,-2.06719,1124.74
402.091,-2.09612,1140.4
402.15,-2.12545,1156.28
402.211,-2.15521,1172.38
402.273,-2.18538,1188.71
402.337,-2.21599,1205.26
402.403,-2.24702,1222.04
402.471,-2.2785,1239.06
402.54,-2.31042,1256.32
402.612,-2.34279,1273.81
402.686,-2.37562,1291.55
402.762,-2.40892,1309.54
402.839,-2.4427,1327.77
402.92,-2.47695,1346.26
403.002,-2.51169,1365.01
403.087,-2.54692,1384.02
403.174,-2.58266,1403.29
403.264,-2.6189,1422.83
403.356,-2.65566,1442.64
403.451,-2.69295,1462.73
403.549,-2.73077,1483.1
403.649,-2.76913,1503.76
403.752,-2.80803,1524.7
403.858,-2.8475,1545.93
403.968,-2.88753,1567.46
404.08,-2.92813,1589.28
404.195,-2.96931,1611.41
404.314,-3.01109,1633.85
404.437,-3.05346,1656.61
404.562,-3.09645,1679.67
404.692,-3.14005,1703.07
404.825,-3.18428,1726.78
404.962,-3.22915,1750.83
405.102,-3.27467,1775.21
405.247,-3.32084,1799.93
405.396,-3.36768,1824.99
405.55,-3.4152,1850.41
405.707,-3.46341,1876.17
405.869,-3.51232,1902.3
406.036,-3.56193,1928.79
406.208,-3.61227,1955.65
406.385,-3.66334,1982.88
406.567,-3.71516,2010.5
406.754,-3.76773,2038.49
406.946,-3.82108,2066.88
407.144,-3.8752,2095.66
407.348,-3.93011,2124.85
407.558,-3.98583,2154.43
407.774,-4.04238,2184.44
407.996,-4.09975,2214.86
408.224,-4.15797,2245.7
408.459,-4.21705,2276.97
408.702,-4.277,2308.68
408.951,-4.33784,2340.83
409.207,-4.39958,2373.42
409.471,-4.46224,2406.48
409.743,-4.52584,2439.99
410.022,-4.59039,2473.96
410.31,-4.6559,2508.42
410.606,-4.72239,2543.35
410.911,-4.78988,2578.76
411.225,-4.85839,2614.67
411.549,-4.92793,2651.08
411.882,-4.99852,2688
412.224,-5.07018,2725.43
412.577,-5.14293,2763.39
412.941,-5.21679,2801.87
413.315,-5.29177,2840.88
413.7,-5.3679,2880.44
414.097,-5.44521,2920.56
414.506,-5.5237,2961.23
414.927,-5.6034,3002.46
415.36,-5.68433,3044.27
415.807,-5.76652,3086.66
416.267,-5.85,3129.65
416.741,-5.93477,3173.23
417.23,-6.02088,3217.42
417.733,-6.10833,3262.22
418.251,-6.19717,3307.65
418.786,-6.28742,3353.71
419.336,-6.3791,3400.41
419.904,-6.47224,3447.76
420.488,-6.56687,3495.78
421.091,-6.66303,3544.46
421.713,-6.76074,3593.81
422.353,-6.86003,3643.86
423.014,-6.96094,3694.6
423.695,-7.0635,3746.05
424.397,-7.16774,3798.22
425.122,-7.27371,3851.11
425.869,-7.38143,3904.74
426.639,-7.49095,3959.11
427.434,-7.6023,4014.24
428.254,-7.71554,4070.14
429.1,-7.83068,4126.82
429.973,-7.9478,4184.29
430.874,-8.06691,4242.56
431.804,-8.18808,4301.64
432.764,-8.31135,4361.54
433.755,-8.43678,4422.27
434.778,-8.5644,4483.86
435.835,-8.69428,4546.3
436.926,-8.82647,4609.6
438.053,-8.96104,4673.8
439.217,-9.09803,4738.88
440.421,-9.23751,4804.87
441.664,-9.37955,4871.78
442.949,-9.52422,4939.62
444.277,-9.67158,5008.41
445.65,-9.82171,5078.15
447.07,-9.97468,5148.87
448.539,-10.1306,5220.57
450.058,-10.2895,5293.27
451.63,-10.4515,5366.98
453.257,-10.6166,5441.71
454.941,-10.7851,5517.49
456.684,-10.9569,5594.33
458.489,-11.1322,5672.23
460.358,-11.3111,5751.22
462.295,-11.4938,5831.31
464.302,-11.6802,5912.51
466.382,-11.8706,5994.84
468.538,-12.065,6078.32
470.774,-12.2637,6162.97
473.094,-12.4668,6248.79
475.501,-12.6744,6335.8
477.999,-12.8867,6424.03
480.593,-13.1038,6513.49
483.287,-13.326,6604.19
486.086,-13.5534,6696.16
488.994,-13.7862,6789.41
492.018,-14.0248,6883.95
495.163,-14.2692,6979.81
498.435,-14.5197,7077.01
501.84,-14.7766,7175.56
505.386,-15.0402,7275.48
509.08,-15.3108,7376.8
512.93,-15.5887,7479.52
516.944,-15.8741,7583.68
521.131,-16.1676,7689.28
525.501,-16.4694,7796.36
530.064,-16.78,7904.93
534.831,-17.0999,8015.01
539.815,-17.4294,8126.62
545.028,-17.7692,8239.79
550.483,-18.1198,8354.53
556.197,-18.4817,8470.87
562.184,-18.8557,8588.83
568.462,-19.2425,8708.43
575.051,-19.6428,8829.7
581.97,-20.0574,8952.66
589.242,-20.4874,9077.33
596.891,-20.9335,9203.73
604.943,-21.3971,9331.9
613.427,-21.8792,9461.85
622.373,-22.3812,9593.61
631.817,-22.9045,9727.2
641.796,-23.4508,9862.66
652.35,-24.0217,10000
663.524,-24.6193,10139.3
675.369,-25.2457,10280.4
687.938,-25.9033,10423.6
701.292,-26.5949,10568.8
715.498,-27.3235,10715.9
730.627,-28.0925,10865.2
746.762,-28.9058,11016.5
763.991,-29.7676,11169.9
782.414,-30.6828,11325.4
802.141,-31.6571,11483.1
823.291,-32.6968,11643
845.998,-33.8091,11805.2
870.407,-35.0023,11969.6
896.677,-36.2859,12136.2
924.98,-37.6708,12305.2
955.499,-39.1698,12476.6
988.425,-40.7971,12650.3
1023.95,-42.5698,12826.5
1062.27,-44.507,13005.1
1103.55,-46.6309,13186.2
1147.91,-48.967,13369.8
1195.4,-51.5438,13556
1245.92,-54.3935,13744.8
1299.18,-57.5507,13936.2
1354.6,-61.0523,14130.3
1411.16,-64.9345,14327
1467.29,-69.2295,14526.5
1520.76,-73.9605,14728.8
1568.62,-79.1337,14933.9
1607.33,-84.7304,15141.9
1633.13,-90.6991,15352.8
1642.62,-96.9519,15566.5
1633.52,-103.368,15783.3
1605.32,-109.805,16003.1
1559.5,-116.119,16226
1499.17,-122.181,16451.9
1428.37,-127.895,16681
1351.32,-133.2,16913.3
1271.74,-138.07,17148.8
1192.55,-142.504,17387.6
1115.84,-146.524,17629.8
1042.91,-150.158,17875.3
974.497,-153.443,18124.2
910.892,-156.416,18376.6
852.108,-159.112,18632.5
797.978,-161.563,18891.9
748.234,-163.8,19155
702.558,-165.849,19421.7
660.618,-167.732,19692.2
622.084,-169.47,19966.4
586.643,-171.08,20244.5
554.004,-172.577,20526.4
523.9,-173.974,20812.2
496.089,-175.282,21102
470.353,-176.512,21395.9
446.496,-177.671,21693.8
424.343,-178.768,21995.9
403.737,-179.809,22302.2
384.539,-180.799,22612.8
366.623,-181.744,22927.7
349.877,-182.649,23247
334.202,-183.516,23570.7
319.506,-184.35,23898.9
305.71,-185.154,24231.7
292.741,-185.93,24569.2
280.533,-186.681,24911.3
269.028,-187.409,25258.2
258.171,-188.116,25609.9
247.915,-188.805,25966.6
238.216,-189.476,26328.2
229.034,-190.131,26694.8
220.332,-190.771,27066.5
212.078,-191.398,27443.4
204.241,-192.013,27825.6
196.794,-192.616,28213.1
189.711,-193.209,28606
182.969,-193.793,29004.3
176.546,-194.367,29408.2
170.423,-194.934,29817.7
164.582,-195.493,30232.9
159.005,-196.045,30654
153.678,-196.591,31080.8
148.586,-197.131,31513.6
143.715,-197.665,31952.5
139.053,-198.195,32397.4
134.588,-198.719,32848.6
130.311,-199.24,33306
126.211,-199.757,33769.8
122.278,-200.27,34240.1
118.504,-200.78,34716.9
114.88,-201.286,35200.3
111.4,-201.79,35690.5
108.056,-202.291,36187.5
104.841,-202.79,36691.4
101.749,-203.287,37202.4
98.7749,-203.781,37720.4
95.9119,-204.274,38245.7
93.1553,-204.765,38778.3
90.5002,-205.254,39318.3
87.9419,-205.742,39865.8
85.4761,-206.228,40421
83.0986,-206.713,40983.8
80.8056,-207.197,41554.6
78.5933,-207.68,42133.2
76.4583,-208.161,42719.9
74.3972,-208.642,43314.8
72.407,-209.121,43918
70.4846,-209.6,44529.6
68.6272,-210.078,45149.7
66.8322,-210.555,45778.4
65.097,-211.031,46415.9
63.4191,-211.507,47062.2
61.7964,-211.982,47717.6
60.2265,-212.456,48382.1
58.7075,-212.929,49055.8
57.2373,-213.402,49739
55.814,-213.873,50431.6
54.4358,-214.344,51133.9
53.1011,-214.815,51845.9
51.8081,-215.284,52567.9
50.5553,-215.753,53299.9
49.3411,-216.221,54042.2
48.1642,-216.689,54794.7
47.0232,-217.155,55557.8
45.9168,-217.621,56331.4
44.8436,-218.085,57115.9
43.8026,-218.549,57911.2
42.7925,-219.012,58717.7
41.8122,-219.474,59535.3
40.8608,-219.935,60364.4
39.9371,-220.394,61205
39.0402,-220.853,62057.3
38.1691,-221.311,62921.5
37.323,-221.767,63797.7
36.501,-222.222,64686.1
35.7023,-222.676,65586.9
34.9261,-223.128,66500.2
34.1716,-223.579,67426.2
33.4381,-224.029,68365.2
32.7249,-224.477,69317.2
32.0312,-224.924,70282.4
31.3565,-225.369,71261.2
30.7002,-225.812,72253.5
30.0615,-226.254,73259.7
29.44,-226.694,74279.8
28.8351,-227.132,75314.2
28.2462,-227.569,76363
27.6728,-228.003,77426.4
27.1145,-228.436,78504.6
26.5706,-228.866,79597.8
26.0409,-229.295,80706.2
25.5248,-229.721,81830.1
25.0219,-230.146,82969.6
24.5317,-230.568,84125
24.054,-230.988,85296.4
23.5882,-231.406,86484.2
23.1341,-231.821,87688.6
22.6912,-232.234,88909.7
22.2592,-232.645,90147.8
21.8378,-233.053,91403.1
21.4267,-233.459,92675.9
21.0255,-233.862,93966.5
20.634,-234.263,95275
20.2518,-234.661,96601.7
19.8787,-235.057,97947
19.5144,-235.45,99310.9
19.1587,-235.84,100694
18.8112,-236.228,102096
18.4718,-236.612,103518
18.1402,-236.994,104959
17.8161,-237.374,106421
17.4995,-237.75,107903
17.1899,-238.123,109405
16.8874,-238.494,110929
16.5915,-238.862,112474
16.3022,-239.227,114040
16.0193,-239.589,115628
15.7426,-239.948,117238
15.4719,-240.303,118871
15.2071,-240.656,120526
14.9479,-241.006,122204
14.6942,-241.353,123906
14.446,-241.697,125632
14.2029,-242.038,127381
13.965,-242.376,129155
13.732,-242.711,130954
13.5038,-243.043,132777
13.2803,-243.371,134626
13.0614,-243.697,136501
12.8469,-244.019,138402
12.6367,-244.339,140329
12.4308,-244.655,142283
12.229,-244.969,144264
12.0311,-245.279,146273
11.8372,-245.586,148310
11.647,-245.89,150376
11.4606,-246.191,152470
11.2778,-246.489,154593
11.0984,-246.784,156746
10.9226,-247.076,158928
10.75,-247.365,161141
10.5807,-247.651,163385
10.4146,-247.934,165661
10.2516,-248.214,167967
10.0917,-248.49,170307
9.93466,-248.764,172678
9.78054,-249.035,175083
9.62924,-249.303,177521
9.4807,-249.568,179993
9.33484,-249.83,182499
9.19161,-250.089,185041
9.05094,-250.346,187617
8.91278,-250.599,190230
8.77707,-250.85,192879
8.64375,-251.097,195565
8.51278,-251.342,198288
8.38409,-251.584,201050
8.25764,-251.824,203849
8.13338,-252.06,206688
8.01126,-252.294,209566
7.89123,-252.525,212485
7.77325,-252.753,215443
7.65728,-252.979,218444
7.54326,-253.202,221486
7.43117,-253.422,224570
7.32096,-253.64,227697
7.21258,-253.855,230868
7.10601,-254.067,234083
7.00121,-254.277,237342
6.89813,-254.485,240648
6.79674,-254.689,243999
6.69702,-254.892,247396
6.59892,-255.092,250842
6.50241,-255.289,254335
6.40747,-255.484,257876
6.31405,-255.677,261467
6.22214,-255.867,265108
6.1317,-256.055,268800
6.0427,-256.24,272543
5.95511,-256.424,276339
5.86892,-256.605,280187
5.78408,-256.783,284088
5.70058,-256.96,288044
5.61839,-257.134,292056
5.53749,-257.306,296123
5.45784,-257.476,300246
5.37944,-257.643,304427
5.30225,-257.809,308666
5.22626,-257.972,312965
5.15143,-258.134,317323
5.07776,-258.293,321742
5.00522,-258.45,326222
4.93378,-258.605,330765
4.86344,-258.759,335371
4.79416,-258.91,340041
4.72594,-259.059,344776
4.65875,-259.206,349578
4.59258,-259.352,354446
4.5274,-259.495,359381
4.46321,-259.637,364386
4.39997,-259.777,369460
4.33768,-259.915,374605
4.27633,-260.051,379822
4.21589,-260.186,385111
4.15634,-260.318,390474
4.09768,-260.449,395911
4.0399,-260.579,401424
3.98296,-260.706,407014
3.92687,-260.832,412682
3.8716,-260.956,418429
3.81715,-261.079,424256
3.76349,-261.2,430164
3.71062,-261.319,436154
3.65853,-261.437,442227
3.6072,-261.553,448386
3.55661,-261.668,454630
3.50677,-261.781,460960
3.45765,-261.892,467380
3.40924,-262.003,473888
3.36153,-262.111,480487
3.31452,-262.219,487178
3.26818,-262.324,493962
3.22251,-262.429,500841
3.17751,-262.532,507815
3.13315,-262.633,514887
3.08943,-262.734,522057
3.04634,-262.833,529327
3.00386,-262.93,536698
2.962,-263.027,544171
2.92074,-263.122,551749
2.88006,-263.215,559433
2.83997,-263.308,567223
2.80045,-263.399,575122
2.76149,-263.489,583131
2.72309,-263.578,591251
2.68523,-263.665,599484
2.64792,-263.752,607832
2.61113,-263.837,616297
2.57487,-263.921,624879
2.53912,-264.004,633580
2.50388,-264.086,642403
2.46913,-264.167,651349
2.43488,-264.247,660419
2.40111,-264.325,669616
2.36782,-264.403,678941
2.335,-264.479,688395
2.30264,-264.555,697981
2.27074,-264.629,707701
2.23929,-264.702,717556
2.20828,-264.775,727548
2.1777,-264.846,737680
2.14756,-264.917,747952
2.11784,-264.986,758368
