magnitude, phase, angfreq
0.00324653,-241.08,71401.5
0.00315216,-241.398,72731.7
0.00306138,-241.718,74086.6
0.00297404,-242.039,75466.7
0.00288996,-242.361,76872.6
0.002809,-242.684,78304.7
0.00273102,-243.007,79763.4
0.00265587,-243.331,81249.3
0.00258344,-243.655,82762.9
0.0025136,-243.979,84304.7
0.00244624,-244.303,85875.2
0.00238123,-244.627,87475
0.00231849,-244.95,89104.5
0.00225792,-245.273,90764.5
0.00219941,-245.596,92455.3
0.00214288,-245.917,94177.7
0.00208825,-246.238,95932.1
0.00203543,-246.557,97719.2
0.00198435,-246.876,99539.6
0.00193493,-247.193,101394
0.00188712,-247.509,103283
0.00184083,-247.823,105207
0.00179601,-248.135,107167
0.0017526,-248.446,109163
0.00171054,-248.755,111197
0.00166978,-249.062,113268
0.00163027,-249.366,115378
0.00159195,-249.669,117528
0.00155478,-249.969,119717
0.00151872,-250.267,121947
0.00148372,-250.563,124219
0.00144974,-250.856,126533
0.00141675,-251.146,128890
0.0013847,-251.434,131291
0.00135356,-251.72,133737
0.0013233,-252.002,136229
0.00129389,-252.282,138766
0.00126529,-252.559,141352
0.00123747,-252.833,143985
0.00121041,-253.104,146667
0.00118408,-253.372,149399
0.00115846,-253.637,152183
0.00113351,-253.9,155018
0.00110922,-254.159,157905
0.00108556,-254.415,160847
0.00106251,-254.668,163843
0.00104006,-254.918,166896
0.00101818,-255.165,170005
0.000996844,-255.409,173172
0.000976047,-255.649,176398
0.000955767,-255.887,179684
0.000935987,-256.121,183031
0.000916691,-256.352,186441
0.000897864,-256.581,189914
0.000879491,-256.806,193452
0.000861558,-257.028,197056
0.000844052,-257.246,200727
0.000826959,-257.462,204466
0.000810267,-257.675,208275
0.000793964,-257.884,212155
0.000778039,-258.091,216107
0.000762479,-258.295,220133
0.000747276,-258.495,224234
0.000732417,-258.693,228411
0.000717894,-258.887,232666
0.000703697,-259.079,237001
0.000689816,-259.268,241416
0.000676244,-259.454,245913
0.000662971,-259.637,250494
0.000649989,-259.817,255161
0.00063729,-259.994,259914
0.000624867,-260.169,264756
0.000612712,-260.341,269688
0.000600819,-260.51,274712
0.00058918,-260.676,279830
0.000577788,-260.84,285043
0.000566638,-261.001,290353
0.000555723,-261.159,295762
0.000545037,-261.315,301271
0.000534575,-261.469,306884
0.00052433,-261.619,312601
0.000514298,-261.768,318424
0.000504474,-261.914,324356
0.000494851,-262.057,330399
0.000485426,-262.198,336553
0.000476193,-262.337,342823
0.000467148,-262.473,349210
0.000458286,-262.607,355715
0.000449604,-262.739,362342
0.000441096,-262.869,369092
0.00043276,-262.996,375967
0.00042459,-263.121,382971
0.000416584,-263.244,390106
0.000408737,-263.365,397373
0.000401045,-263.484,404776
0.000393506,-263.601,412316
0.000386116,-263.716,419997
0.000378871,-263.829,427821
0.000371769,-263.94,435791
0.000364806,-264.048,443910
0.000357979,-264.156,452179
0.000351285,-264.261,460603
0.000344722,-264.364,469183
0.000338286,-264.466,477924
0.000331975,-264.566,486827
0.000325786,-264.664,495896
0.000319716,-264.76,505134
0.000313764,-264.855,514544
0.000307926,-264.947,524130
0.0003022,-265.039,533894
0.000296584,-265.128,543840
0.000291075,-265.217,553971
0.000285672,-265.303,564291
0.000280372,-265.388,574803
0.000275173,-265.472,585511
0.000270072,-265.554,596418
0.000265069,-265.634,607529
0.000260161,-265.713,618847
0.000255345,-265.791,630375
0.000250621,-265.868,642119
0.000245986,-265.943,654081
0.000241439,-266.016,666265
0.000236978,-266.089,678677
0.0002326,-266.16,691320
0.000228305,-266.229,704199
0.000224091,-266.298,717317
0.000219956,-266.365,730680
0.000215898,-266.431,744292
0.000211917,-266.496,758158
0.00020801,-266.56,772281
0.000204176,-266.622,786668
0.000200414,-266.684,801323
0.000196722,-266.744,816251
0.0001931,-266.803,831457
0.000189544,-266.862,846946
0.000186056,-266.919,862724
0.000182632,-266.975,878795
0.000179272,-267.03,895166
0.000175974,-267.084,911843
0.000172738,-267.137,928829
0.000169562,-267.189,946132
0.000166445,-267.241,963758
0.000163386,-267.291,981712
0.000160383,-267.34,1e+06
