magnitude, phase, angfreq
2.24028,-93.2398,720.635
2.20005,-93.3009,734.06
2.16058,-93.3632,747.735
2.12183,-93.4267,761.664
2.08382,-93.4914,775.853
2.04651,-93.5574,790.307
2.0099,-93.6246,805.029
1.97398,-93.6932,820.026
1.93873,-93.7631,835.302
1.90414,-93.8343,850.863
1.87019,-93.907,866.714
1.83689,-93.9811,882.86
1.80422,-94.0566,899.307
1.77215,-94.1336,916.06
1.7407,-94.2122,933.125
1.70983,-94.2923,950.508
1.67955,-94.374,968.215
1.64985,-94.4573,986.252
1.62071,-94.5422,1004.63
1.59211,-94.6289,1023.34
1.56407,-94.7173,1042.4
1.53655,-94.8075,1061.82
1.50957,-94.8994,1081.6
1.48309,-94.9933,1101.75
1.45713,-95.089,1122.28
1.43166,-95.1867,1143.18
1.40668,-95.2863,1164.48
1.38218,-95.388,1186.17
1.35815,-95.4918,1208.27
1.33459,-95.5977,1230.78
1.31149,-95.7058,1253.71
1.28883,-95.8161,1277.06
1.26662,-95.9287,1300.85
1.24483,-96.0437,1325.09
1.22348,-96.161,1349.77
1.20254,-96.2809,1374.92
1.18202,-96.4033,1400.53
1.1619,-96.5282,1426.62
1.14218,-96.6559,1453.2
1.12285,-96.7862,1480.27
1.10391,-96.9194,1507.85
1.08535,-97.0555,1535.93
1.06716,-97.1945,1564.55
1.04933,-97.3366,1593.69
1.03187,-97.4818,1623.38
1.01477,-97.6302,1653.62
0.998013,-97.7819,1684.43
0.981603,-97.937,1715.81
0.965533,-98.0956,1747.77
0.949796,-98.2578,1780.33
0.934389,-98.4238,1813.5
0.919306,-98.5935,1847.28
0.904543,-98.7672,1881.69
0.890094,-98.945,1916.75
0.875956,-99.1269,1952.46
0.862124,-99.3132,1988.83
0.848594,-99.504,2025.88
0.835361,-99.6993,2063.62
0.822422,-99.8995,2102.06
0.809773,-100.105,2141.22
0.79741,-100.315,2181.11
0.785329,-100.53,2221.74
0.773527,-100.751,2263.13
0.762001,-100.978,2305.29
0.750748,-101.21,2348.23
0.739764,-101.449,2391.98
0.729046,-101.694,2436.54
0.718593,-101.945,2481.93
0.708401,-102.203,2528.17
0.698468,-102.469,2575.26
0.688791,-102.742,2623.24
0.679369,-103.022,2672.11
0.670199,-103.311,2721.88
0.66128,-103.608,2772.59
0.652611,-103.914,2824.24
0.644189,-104.229,2876.85
0.636013,-104.553,2930.45
0.628083,-104.888,2985.04
0.620398,-105.233,3040.65
0.612957,-105.589,3097.29
0.605759,-105.956,3154.99
0.598805,-106.336,3213.76
0.592094,-106.728,3273.63
0.585626,-107.134,3334.62
0.579403,-107.554,3396.74
0.573425,-107.989,3460.02
0.567694,-108.44,3524.47
0.562209,-108.907,3590.13
0.556974,-109.392,3657.01
0.551991,-109.896,3725.14
0.54726,-110.42,3794.53
0.542786,-110.965,3865.22
0.538571,-111.532,3937.23
0.534619,-112.123,4010.57
0.530933,-112.74,4085.29
0.527516,-113.384,4161.39
0.524375,-114.057,4238.91
0.521512,-114.761,4317.88
0.518934,-115.498,4398.32
0.516645,-116.272,4480.25
0.51465,-117.084,4563.72
0.512956,-117.938,4648.73
0.511567,-118.836,4735.33
0.51049,-119.783,4823.55
0.509728,-120.783,4913.41
0.509286,-121.839,5004.94
0.509168,-122.957,5098.18
0.509374,-124.141,5193.15
0.509905,-125.398,5289.89
0.510758,-126.733,5388.44
0.511925,-128.154,5488.82
0.513393,-129.669,5591.07
0.515145,-131.284,5695.23
0.517153,-133.01,5801.32
0.519378,-134.855,5909.4
0.521771,-136.83,6019.48
0.524262,-138.945,6131.62
0.526764,-141.21,6245.84
0.529166,-143.637,6362.2
0.531331,-146.235,6480.72
0.53309,-149.014,6601.45
0.534245,-151.98,6724.43
0.534568,-155.139,6849.7
0.533808,-158.492,6977.3
0.531695,-162.034,7107.28
0.527963,-165.756,7239.68
0.522366,-169.642,7374.55
0.514705,-173.668,7511.93
0.504852,-177.804,7651.87
0.492777,-182.013,7794.42
0.482037,-185.27,7905.69
0.478555,-186.254,7939.62
0.462373,-190.486,8087.52
0.444513,-194.665,8238.19
0.425329,-198.753,8391.66
0.405214,-202.715,8547.98
0.384566,-206.526,8707.22
0.363761,-210.163,8869.43
0.343129,-213.615,9034.66
0.322945,-216.875,9202.97
0.303422,-219.94,9374.41
0.284716,-222.814,9549.04
0.266931,-225.503,9726.93
0.250125,-228.014,9908.14
0.234322,-230.358,10092.7
0.219519,-232.545,10280.7
0.205695,-234.586,10472.3
0.192811,-236.491,10667.3
0.180824,-238.27,10866.1
0.169683,-239.934,11068.5
0.159335,-241.49,11274.7
0.149728,-242.948,11484.7
0.140808,-244.315,11698.7
0.132525,-245.599,11916.6
0.124832,-246.807,12138.6
0.117684,-247.943,12364.7
0.111037,-249.014,12595.1
0.104854,-250.025,12829.7
0.0990983,-250.979,13068.7
0.093736,-251.882,13312.2
0.0887366,-252.737,13560.2
0.084072,-253.547,13812.8
0.0797162,-254.315,14070.1
0.0756456,-255.045,14332.2
0.0718385,-255.739,14599.2
0.0682748,-256.398,14871.2
0.0649364,-257.026,15148.2
0.0618065,-257.624,15430.4
0.0597922,-258.014,15625
0.0588699,-258.194,15717.8
0.0561123,-258.737,16010.6
0.0535211,-259.256,16308.9
0.0510841,-259.751,16612.7
0.0487907,-260.224,16922.2
0.0466307,-260.676,17237.4
0.0445949,-261.108,17558.6
0.0426748,-261.521,17885.7
0.0408626,-261.916,18218.9
0.0391511,-262.293,18558.3
0.0375335,-262.655,18904
0.0360038,-263.001,19256.1
0.0345561,-263.332,19614.9
0.0331852,-263.65,19980.3
0.033114,-263.666,20000
0.0318863,-263.953,20352.5
0.0306547,-264.244,20731.6
0.0294863,-264.522,21117.8
0.0283772,-264.789,21511.2
0.0273237,-265.044,21912
0.0263224,-265.288,22320.2
0.0253703,-265.522,22736
0.0244643,-265.745,23159.5
0.0236018,-265.959,23591
0.0227802,-266.164,24030.4
0.0219971,-266.36,24478.1
0.0212504,-266.548,24934.1
0.0205379,-266.727,25398.6
0.0198578,-266.898,25871.7
0.0192082,-267.062,26353.7
0.0185874,-267.219,26844.6
0.0179938,-267.369,27344.7
0.017426,-267.512,27854.1
0.0168825,-267.648,28373
0.0163622,-267.778,28901.6
0.0158636,-267.903,29440
0.0153857,-268.022,29988.4
0.0149275,-268.135,30547.1
0.0144878,-268.243,31116.2
0.0140657,-268.346,31695.8
0.0136604,-268.444,32286.3
0.013271,-268.537,32887.7
0.0128967,-268.626,33500.4
0.0125368,-268.711,34124.5
0.0121905,-268.791,34760.2
0.0118571,-268.868,35407.7
0.0115361,-268.941,36067.3
0.0112269,-269.01,36739.2
0.0109289,-269.076,37423.7
0.0106416,-269.139,38120.8
0.0103644,-269.198,38831
0.0100969,-269.254,39554.4
0.00983872,-269.308,40291.2
0.00958936,-269.358,41041.8
0.00934844,-269.406,41806.4
0.00911559,-269.452,42585.2
0.00889044,-269.495,43378.5
0.00867267,-269.536,44186.6
0.00846195,-269.574,45009.8
0.00825798,-269.611,45848.2
0.00806047,-269.645,46702.3
0.00786914,-269.678,47572.4
0.00768375,-269.708,48458.6
0.00750404,-269.737,49361.3
0.00732979,-269.765,50280.9
0.00716076,-269.791,51217.6
0.00699676,-269.815,52171.7
0.00683757,-269.838,53143.6
0.00668302,-269.859,54133.6
0.00653291,-269.879,55142.1
0.00638708,-269.898,56169.3
0.00624537,-269.916,57215.7
0.00610762,-269.933,58281.5
0.00597367,-269.949,59367.3
0.0058434,-269.963,60473.2
0.00571666,-269.977,61599.8
0.00559332,-269.99,62747.3
0.00547327,-270.002,63916.2
0.00535638,-270.013,65106.9
0.00524255,-270.023,66319.8
0.00513167,-270.033,67555.3
0.00502364,-270.042,68813.8
0.00491835,-270.05,70095.7
0.00481572,-270.058,71401.5
0.00471566,-270.065,72731.7
0.00461809,-270.072,74086.6
0.00452291,-270.078,75466.7
0.00443006,-270.084,76872.6
0.00433946,-270.089,78304.7
0.00425104,-270.093,79763.4
0.00416472,-270.098,81249.3
0.00408045,-270.102,82762.9
0.00399817,-270.105,84304.7
0.0039178,-270.108,85875.2
0.0038393,-270.111,87475
0.0037626,-270.114,89104.5
0.00368766,-270.116,90764.5
0.00361442,-270.118,92455.3
0.00354284,-270.12,94177.7
0.00347286,-270.122,95932.1
0.00340444,-270.123,97719.2
0.00333755,-270.124,99539.6
0.00327212,-270.125,101394
0.00320813,-270.126,103283
0.00314553,-270.126,105207
0.0030843,-270.127,107167
0.00302438,-270.127,109163
0.00296575,-270.127,111197
0.00290837,-270.127,113268
0.00285221,-270.127,115378
0.00279724,-270.127,117528
0.00274342,-270.126,119717
0.00269073,-270.126,121947
0.00263915,-270.125,124219
0.00258863,-270.125,126533
0.00253916,-270.124,128890
0.00249071,-270.123,131291
0.00244326,-270.122,133737
0.00239677,-270.121,136229
0.00235124,-270.121,138766
0.00230662,-270.12,141352
0.00226291,-270.118,143985
0.00222009,-270.117,146667
0.00217812,-270.116,149399
0.002137,-270.115,152183
0.00209669,-270.114,155018
0.00205719,-270.113,157905
0.00201848,-270.111,160847
0.00198053,-270.11,163843
0.00194333,-270.109,166896
0.00190686,-270.108,170005
0.00187112,-270.106,173172
0.00183607,-270.105,176398
0.00180171,-270.104,179684
0.00176802,-270.102,183031
0.00173498,-270.101,186441
0.00170259,-270.1,189914
0.00167082,-270.098,193452
0.00163967,-270.097,197056
0.00160912,-270.096,200727
0.00157916,-270.094,204466
0.00154978,-270.093,208275
0.00152096,-270.092,212155
0.0014927,-270.09,216107
0.00146497,-270.089,220133
0.00143778,-270.088,224234
0.0014111,-270.086,228411
0.00138494,-270.085,232666
0.00135927,-270.084,237001
0.00133409,-270.082,241416
0.00130938,-270.081,245913
0.00128515,-270.08,250494
0.00126137,-270.079,255161
0.00123804,-270.077,259914
0.00121516,-270.076,264756
0.0011927,-270.075,269688
0.00117067,-270.074,274712
0.00114906,-270.073,279830
0.00112785,-270.071,285043
0.00110703,-270.07,290353
0.00108661,-270.069,295762
0.00106657,-270.068,301271
0.00104691,-270.067,306884
0.00102762,-270.066,312601
0.00100868,-270.065,318424
0.000990103,-270.064,324356
0.00097187,-270.062,330399
0.000953977,-270.061,336553
0.000936418,-270.06,342823
0.000919186,-270.059,349210
0.000902275,-270.058,355715
0.000885678,-270.057,362342
0.000869391,-270.056,369092
0.000853406,-270.055,375967
0.000837718,-270.054,382971
0.000822321,-270.054,390106
0.00080721,-270.053,397373
0.000792379,-270.052,404776
0.000777823,-270.051,412316
0.000763537,-270.05,419997
0.000749515,-270.049,427821
0.000735753,-270.048,435791
0.000722245,-270.047,443910
0.000708988,-270.047,452179
0.000695975,-270.046,460603
0.000683203,-270.045,469183
0.000670667,-270.044,477924
0.000658362,-270.043,486827
0.000646285,-270.043,495896
0.00063443,-270.042,505134
0.000622794,-270.041,514544
0.000611373,-270.04,524130
0.000600162,-270.04,533894
0.000589158,-270.039,543840
0.000578357,-270.038,553971
0.000567754,-270.038,564291
0.000557347,-270.037,574803
0.000547132,-270.036,585511
0.000537104,-270.036,596418
0.000527261,-270.035,607529
0.000517599,-270.034,618847
0.000508115,-270.034,630375
0.000498806,-270.033,642119
0.000489667,-270.033,654081
0.000480697,-270.032,666265
0.000471891,-270.031,678677
0.000463247,-270.031,691320
0.000454762,-270.03,704199
0.000446433,-270.03,717317
0.000438257,-270.029,730680
0.000430231,-270.029,744292
0.000422352,-270.028,758158
0.000414618,-270.028,772281
0.000407026,-270.027,786668
0.000399574,-270.027,801323
0.000392258,-270.026,816251
0.000385076,-270.026,831457
0.000378026,-270.025,846946
0.000371106,-270.025,862724
0.000364312,-270.024,878795
0.000357643,-270.024,895166
0.000351097,-270.023,911843
0.00034467,-270.023,928829
0.000338361,-270.023,946132
0.000332168,-270.022,963758
0.000326089,-270.022,981712
0.000320121,-270.021,1e+06
