magnitude, phase, angfreq
4.46111,-268.433,717556
4.3998,-268.455,727548
4.33933,-268.476,737680
4.2797,-268.497,747952
4.22088,-268.517,758368
4.16288,-268.538,768928
4.10567,-268.558,779636
4.04925,-268.578,790493
3.99361,-268.597,801501
3.93873,-268.616,812662
3.88461,-268.635,823979
3.83123,-268.654,835453
3.77858,-268.673,847087
3.72666,-268.691,858883
3.67546,-268.709,870843
3.62495,-268.727,882970
3.57515,-268.744,895266
3.52602,-268.761,907733
3.47758,-268.778,920373
3.42979,-268.795,933190
3.38267,-268.812,946185
3.33619,-268.828,959361
3.29036,-268.844,972720
3.24515,-268.86,986266
3.20057,-268.876,1e+06
